type	time	latitude	longitude	altitude (m)	temperature	name	desc
T	2016-02-11 01:05:15	47.718064000	-122.247505000	140.8	20	Motionless drifter	
T	2016-02-11 01:05:16	47.718062000	-122.247501000	141.0	20		
T	2016-02-11 01:05:17	47.718065000	-122.247510000	140.8	20		
T	2016-02-11 01:05:18	47.718063000	-122.247515000	140.8	20		
T	2016-02-11 01:05:19	47.718058000	-122.247517000	140.8	20		
T	2016-02-11 01:05:20	47.718053000	-122.247514000	140.8	20		
T	2016-02-11 01:05:21	47.718049000	-122.247513000	140.8	20		
T	2016-02-11 01:05:22	47.718047000	-122.247513000	140.8	20		
T	2016-02-11 01:05:23	47.718044000	-122.247519000	140.6	20		
T	2016-02-11 01:05:24	47.718041000	-122.247522000	140.6	20		
T	2016-02-11 01:05:25	47.718047000	-122.247523000	140.8	20		
T	2016-02-11 01:05:26	47.718053000	-122.247525000	140.8	20		
T	2016-02-11 01:05:27	47.718052000	-122.247531000	140.8	20		
T	2016-02-11 01:05:28	47.718056000	-122.247532000	140.6	20		
T	2016-02-11 01:05:29	47.718056000	-122.247527000	140.8	20		
T	2016-02-11 01:05:30	47.718057000	-122.247524000	140.8	20		
T	2016-02-11 01:05:31	47.718054000	-122.247523000	140.8	20		
T	2016-02-11 01:05:32	47.718049000	-122.247519000	140.8	20		
T	2016-02-11 01:05:33	47.718045000	-122.247513000	140.8	20		
T	2016-02-11 01:05:34	47.718041000	-122.247508000	140.8	20		
T	2016-02-11 01:05:35	47.718042000	-122.247504000	140.8	20		
T	2016-02-11 01:05:36	47.718040000	-122.247502000	140.6	20		
T	2016-02-11 01:05:37	47.718040000	-122.247495000	140.8	20		
T	2016-02-11 01:05:38	47.718038000	-122.247490000	140.8	20		
T	2016-02-11 01:05:39	47.718037000	-122.247487000	140.8	20		
T	2016-02-11 01:05:40	47.718038000	-122.247481000	140.8	20		
T	2016-02-11 01:05:41	47.718039000	-122.247477000	140.8	20		
T	2016-02-11 01:05:42	47.718041000	-122.247469000	140.8	20		
T	2016-02-11 01:05:43	47.718044000	-122.247462000	140.8	20		
T	2016-02-11 01:05:44	47.718043000	-122.247457000	140.8	20		
T	2016-02-11 01:05:45	47.718043000	-122.247450000	140.8	20		
T	2016-02-11 01:05:46	47.718042000	-122.247444000	140.8	20		
T	2016-02-11 01:05:47	47.718042000	-122.247439000	140.8	20		
T	2016-02-11 01:05:48	47.718042000	-122.247432000	140.8	20		
T	2016-02-11 01:05:49	47.718040000	-122.247428000	140.8	20		
T	2016-02-11 01:05:50	47.718040000	-122.247422000	140.8	20		
T	2016-02-11 01:05:51	47.718015000	-122.247402000	141.0	20		
T	2016-02-11 01:05:52	47.718008000	-122.247390000	141.0	20		
T	2016-02-11 01:05:53	47.718008000	-122.247385000	141.0	20		
T	2016-02-11 01:05:54	47.718007000	-122.247380000	141.0	20		
T	2016-02-11 01:05:55	47.718002000	-122.247375000	141.0	20		
T	2016-02-11 01:05:56	47.718003000	-122.247370000	141.0	20		
T	2016-02-11 01:05:57	47.717998000	-122.247367000	141.0	20		
T	2016-02-11 01:05:58	47.718000000	-122.247356000	141.0	20		
T	2016-02-11 01:05:59	47.717999000	-122.247347000	141.0	20		
T	2016-02-11 01:06:00	47.718003000	-122.247339000	141.0	20		
T	2016-02-11 01:06:01	47.718000000	-122.247337000	141.0	20		
T	2016-02-11 01:06:02	47.717997000	-122.247336000	141.0	20		
T	2016-02-11 01:06:03	47.717993000	-122.247334000	140.8	20		
T	2016-02-11 01:06:04	47.717990000	-122.247329000	140.8	20		
T	2016-02-11 01:06:05	47.717988000	-122.247324000	140.8	20		
T	2016-02-11 01:06:06	47.717986000	-122.247317000	140.8	20		
T	2016-02-11 01:06:07	47.717987000	-122.247309000	140.8	20		
T	2016-02-11 01:06:08	47.717989000	-122.247305000	140.8	20		
T	2016-02-11 01:06:09	47.717992000	-122.247303000	140.6	20		
T	2016-02-11 01:06:10	47.717996000	-122.247302000	140.6	20		
T	2016-02-11 01:06:11	47.717999000	-122.247300000	140.6	20		
T	2016-02-11 01:06:12	47.718003000	-122.247298000	140.8	20		
T	2016-02-11 01:06:13	47.718009000	-122.247298000	140.8	20		
T	2016-02-11 01:06:14	47.718016000	-122.247294000	140.8	20		
T	2016-02-11 01:06:15	47.718021000	-122.247289000	140.8	20		
T	2016-02-11 01:06:16	47.718028000	-122.247283000	140.8	20		
T	2016-02-11 01:06:17	47.718027000	-122.247279000	140.8	20		
T	2016-02-11 01:06:18	47.718024000	-122.247270000	140.8	20		
T	2016-02-11 01:06:19	47.718025000	-122.247267000	140.8	20		
T	2016-02-11 01:06:20	47.718025000	-122.247266000	140.8	20		
T	2016-02-11 01:06:21	47.718027000	-122.247263000	140.8	20		
T	2016-02-11 01:06:22	47.718024000	-122.247263000	140.8	20		
T	2016-02-11 01:06:23	47.718021000	-122.247260000	140.8	20		
T	2016-02-11 01:06:24	47.718022000	-122.247253000	140.8	20		
T	2016-02-11 01:06:25	47.718029000	-122.247248000	141.0	20		
T	2016-02-11 01:06:26	47.718040000	-122.247240000	141.0	20		
T	2016-02-11 01:06:27	47.718049000	-122.247232000	141.0	20		
T	2016-02-11 01:06:28	47.718058000	-122.247222000	141.0	20		
T	2016-02-11 01:06:29	47.718065000	-122.247214000	141.0	20		
T	2016-02-11 01:06:30	47.718071000	-122.247206000	141.0	20		
T	2016-02-11 01:06:31	47.718079000	-122.247202000	141.0	20		
T	2016-02-11 01:06:32	47.718087000	-122.247196000	140.8	20		
T	2016-02-11 01:06:33	47.718093000	-122.247197000	140.8	20		
T	2016-02-11 01:06:34	47.718095000	-122.247195000	140.8	20		
T	2016-02-11 01:06:35	47.718097000	-122.247193000	140.8	20		
T	2016-02-11 01:06:36	47.718099000	-122.247190000	140.8	20		
T	2016-02-11 01:06:37	47.718098000	-122.247190000	141.0	20		
T	2016-02-11 01:06:38	47.718096000	-122.247190000	140.8	20		
T	2016-02-11 01:06:39	47.718095000	-122.247189000	140.8	20		
T	2016-02-11 01:06:40	47.718094000	-122.247194000	140.8	20		
T	2016-02-11 01:06:41	47.718091000	-122.247196000	140.8	20		
T	2016-02-11 01:06:42	47.718087000	-122.247196000	140.6	20		
T	2016-02-11 01:06:43	47.718085000	-122.247199000	140.6	20		
T	2016-02-11 01:06:44	47.718084000	-122.247202000	140.6	20		
T	2016-02-11 01:06:45	47.718081000	-122.247200000	140.6	20		
T	2016-02-11 01:06:46	47.718078000	-122.247198000	140.6	20		
T	2016-02-11 01:06:47	47.718076000	-122.247195000	140.6	20		
T	2016-02-11 01:06:48	47.718074000	-122.247189000	140.6	20		
T	2016-02-11 01:06:49	47.718070000	-122.247186000	140.6	20		
T	2016-02-11 01:06:50	47.718069000	-122.247183000	140.6	20		
T	2016-02-11 01:06:51	47.718066000	-122.247175000	140.6	20		
T	2016-02-11 01:06:52	47.718063000	-122.247169000	140.6	20		
T	2016-02-11 01:06:53	47.718062000	-122.247168000	140.6	20		
T	2016-02-11 01:06:54	47.718060000	-122.247168000	140.6	20		
T	2016-02-11 01:06:55	47.718058000	-122.247164000	140.6	20		
T	2016-02-11 01:06:56	47.718057000	-122.247167000	140.6	20		
T	2016-02-11 01:06:57	47.718058000	-122.247165000	140.6	20		
T	2016-02-11 01:06:58	47.718058000	-122.247167000	140.6	20		
T	2016-02-11 01:06:59	47.718056000	-122.247167000	140.6	20		
T	2016-02-11 01:07:00	47.718055000	-122.247170000	140.6	20		
T	2016-02-11 01:07:01	47.718056000	-122.247174000	140.4	20		
T	2016-02-11 01:07:02	47.718055000	-122.247177000	140.4	20		
T	2016-02-11 01:07:03	47.718055000	-122.247178000	140.4	20		
T	2016-02-11 01:07:04	47.718054000	-122.247178000	140.6	20		
T	2016-02-11 01:07:05	47.718056000	-122.247178000	140.6	20		
T	2016-02-11 01:07:06	47.718057000	-122.247179000	140.6	20		
T	2016-02-11 01:07:07	47.718052000	-122.247187000	140.4	20		
T	2016-02-11 01:07:08	47.718048000	-122.247189000	140.4	20		
T	2016-02-11 01:07:09	47.718048000	-122.247191000	140.4	20		
T	2016-02-11 01:07:10	47.718050000	-122.247196000	140.4	20		
T	2016-02-11 01:07:11	47.718048000	-122.247201000	140.4	20		
T	2016-02-11 01:07:12	47.718047000	-122.247204000	140.4	20		
T	2016-02-11 01:07:13	47.718048000	-122.247207000	140.4	20		
T	2016-02-11 01:07:14	47.718047000	-122.247210000	140.2	20		
T	2016-02-11 01:07:15	47.718047000	-122.247212000	140.2	20		
T	2016-02-11 01:07:16	47.718046000	-122.247214000	140.2	20		
T	2016-02-11 01:07:17	47.718045000	-122.247214000	140.4	20		
T	2016-02-11 01:07:18	47.718047000	-122.247213000	140.4	20		
T	2016-02-11 01:07:19	47.718039000	-122.247219000	140.4	20		
T	2016-02-11 01:07:20	47.718033000	-122.247227000	140.2	20		
T	2016-02-11 01:07:21	47.718028000	-122.247233000	140.4	20		
T	2016-02-11 01:07:22	47.718026000	-122.247232000	140.4	20		
T	2016-02-11 01:07:23	47.718023000	-122.247229000	140.4	20		
T	2016-02-11 01:07:24	47.718019000	-122.247225000	140.6	20		
T	2016-02-11 01:07:25	47.718017000	-122.247222000	140.6	20		
T	2016-02-11 01:07:26	47.718017000	-122.247222000	140.6	20		
T	2016-02-11 01:07:27	47.718014000	-122.247230000	140.6	20		
T	2016-02-11 01:07:28	47.718013000	-122.247239000	140.6	20		
T	2016-02-11 01:07:29	47.718012000	-122.247245000	140.6	20		
T	2016-02-11 01:07:30	47.718012000	-122.247248000	140.6	20		
T	2016-02-11 01:07:31	47.718011000	-122.247249000	140.8	20		
T	2016-02-11 01:07:32	47.718011000	-122.247249000	140.8	20		
T	2016-02-11 01:07:33	47.718007000	-122.247250000	140.8	20		
T	2016-02-11 01:07:34	47.718003000	-122.247250000	140.8	20		
T	2016-02-11 01:07:35	47.717999000	-122.247252000	140.8	20		
T	2016-02-11 01:07:36	47.718003000	-122.247246000	140.8	20		
T	2016-02-11 01:07:37	47.718003000	-122.247241000	140.8	20		
T	2016-02-11 01:07:38	47.718004000	-122.247239000	140.8	20		
T	2016-02-11 01:07:39	47.718004000	-122.247234000	140.8	20		
T	2016-02-11 01:07:40	47.718003000	-122.247224000	140.6	20		
T	2016-02-11 01:07:41	47.718001000	-122.247223000	140.8	20		
T	2016-02-11 01:07:42	47.717998000	-122.247224000	140.8	20		
T	2016-02-11 01:07:43	47.717995000	-122.247222000	140.8	20		
T	2016-02-11 01:07:44	47.717989000	-122.247224000	140.8	20		
T	2016-02-11 01:07:45	47.717986000	-122.247224000	140.8	20		
T	2016-02-11 01:07:46	47.717985000	-122.247221000	141.0	20		
T	2016-02-11 01:07:47	47.717984000	-122.247216000	141.0	20		
T	2016-02-11 01:07:48	47.717983000	-122.247213000	141.0	20		
T	2016-02-11 01:07:49	47.717985000	-122.247204000	141.0	20		
T	2016-02-11 01:07:50	47.717984000	-122.247202000	141.0	20		
T	2016-02-11 01:07:51	47.717983000	-122.247199000	141.0	20		
T	2016-02-11 01:07:52	47.717980000	-122.247200000	141.0	20		
T	2016-02-11 01:07:53	47.717983000	-122.247196000	141.0	20		
T	2016-02-11 01:07:54	47.717986000	-122.247194000	141.2	20		
T	2016-02-11 01:07:55	47.717986000	-122.247196000	141.0	20		
T	2016-02-11 01:07:56	47.717990000	-122.247201000	141.0	20		
T	2016-02-11 01:07:57	47.717993000	-122.247204000	141.0	20		
T	2016-02-11 01:07:58	47.717996000	-122.247208000	141.0	20		
T	2016-02-11 01:07:59	47.718002000	-122.247205000	141.0	20		
T	2016-02-11 01:08:00	47.718006000	-122.247207000	141.2	20		
T	2016-02-11 01:08:01	47.718010000	-122.247211000	141.2	20		
T	2016-02-11 01:08:02	47.718018000	-122.247211000	141.0	20		
T	2016-02-11 01:08:03	47.718025000	-122.247213000	141.0	20		
T	2016-02-11 01:08:04	47.718034000	-122.247215000	141.0	20		
T	2016-02-11 01:08:05	47.718038000	-122.247225000	141.0	20		
T	2016-02-11 01:08:06	47.718042000	-122.247238000	141.0	20		
T	2016-02-11 01:08:07	47.718046000	-122.247245000	141.0	20		
T	2016-02-11 01:08:08	47.718051000	-122.247249000	140.8	20		
T	2016-02-11 01:08:09	47.718055000	-122.247254000	140.8	20		
T	2016-02-11 01:08:10	47.718056000	-122.247264000	140.8	20		
T	2016-02-11 01:08:11	47.718057000	-122.247269000	140.8	20		
T	2016-02-11 01:08:12	47.718057000	-122.247281000	140.8	20		
T	2016-02-11 01:08:13	47.718054000	-122.247295000	140.8	20		
T	2016-02-11 01:08:14	47.718048000	-122.247304000	140.8	20		
T	2016-02-11 01:08:15	47.718045000	-122.247327000	140.8	20		
T	2016-02-11 01:08:16	47.718038000	-122.247304000	140.8	20		
T	2016-02-11 01:08:17	47.718032000	-122.247300000	140.8	20		
T	2016-02-11 01:08:18	47.718027000	-122.247298000	140.8	20		
T	2016-02-11 01:08:19	47.718025000	-122.247300000	140.8	20		
T	2016-02-11 01:08:20	47.718023000	-122.247290000	140.6	20		
T	2016-02-11 01:08:21	47.718021000	-122.247283000	140.6	20		
T	2016-02-11 01:08:22	47.718019000	-122.247274000	140.6	20		
T	2016-02-11 01:08:23	47.718014000	-122.247265000	140.6	20		
T	2016-02-11 01:08:24	47.718004000	-122.247277000	140.6	20		
T	2016-02-11 01:08:25	47.717998000	-122.247284000	140.6	20		
T	2016-02-11 01:08:26	47.717995000	-122.247281000	140.6	20		
T	2016-02-11 01:08:27	47.717992000	-122.247278000	140.6	20		
T	2016-02-11 01:08:28	47.717991000	-122.247275000	140.6	20		
T	2016-02-11 01:08:29	47.717992000	-122.247271000	140.8	20		
T	2016-02-11 01:08:30	47.717995000	-122.247269000	140.8	20		
T	2016-02-11 01:08:31	47.717998000	-122.247267000	140.8	20		
T	2016-02-11 01:08:32	47.718003000	-122.247263000	140.8	20		
T	2016-02-11 01:08:33	47.718006000	-122.247257000	140.8	20		
T	2016-02-11 01:08:34	47.718010000	-122.247249000	140.8	20		
T	2016-02-11 01:08:35	47.718014000	-122.247238000	140.8	20		
T	2016-02-11 01:08:36	47.718020000	-122.247227000	140.8	20		
T	2016-02-11 01:08:37	47.718024000	-122.247223000	140.8	20		
T	2016-02-11 01:08:38	47.718026000	-122.247220000	141.0	20		
T	2016-02-11 01:08:39	47.718029000	-122.247219000	141.0	20		
T	2016-02-11 01:08:40	47.718033000	-122.247217000	141.0	20		
T	2016-02-11 01:08:41	47.718034000	-122.247215000	141.0	20		
T	2016-02-11 01:08:42	47.718035000	-122.247216000	141.0	20		
T	2016-02-11 01:08:43	47.718038000	-122.247215000	141.0	20		
T	2016-02-11 01:08:44	47.718042000	-122.247216000	140.8	20		
T	2016-02-11 01:08:45	47.718047000	-122.247217000	140.8	20		
T	2016-02-11 01:08:46	47.718049000	-122.247217000	140.8	20		
T	2016-02-11 01:08:47	47.718051000	-122.247219000	140.8	20		
T	2016-02-11 01:08:48	47.718052000	-122.247226000	140.8	20		
T	2016-02-11 01:08:49	47.718052000	-122.247230000	140.8	20		
T	2016-02-11 01:08:50	47.718054000	-122.247230000	140.8	20		
T	2016-02-11 01:08:51	47.718056000	-122.247229000	140.8	20		
T	2016-02-11 01:08:52	47.718059000	-122.247230000	140.8	20		
T	2016-02-11 01:08:53	47.718062000	-122.247235000	140.8	20		
T	2016-02-11 01:08:54	47.718062000	-122.247236000	140.8	20		
T	2016-02-11 01:08:55	47.718064000	-122.247241000	140.8	20		
T	2016-02-11 01:08:56	47.718067000	-122.247243000	140.8	20		
T	2016-02-11 01:08:57	47.718079000	-122.247249000	140.8	20		
T	2016-02-11 01:08:58	47.718087000	-122.247254000	140.6	20		
T	2016-02-11 01:08:59	47.718093000	-122.247252000	140.6	20		
T	2016-02-11 01:09:00	47.718099000	-122.247249000	140.6	20		
T	2016-02-11 01:09:01	47.718104000	-122.247244000	140.6	20		
T	2016-02-11 01:09:02	47.718110000	-122.247239000	140.6	20		
T	2016-02-11 01:09:03	47.718116000	-122.247243000	140.6	20		
T	2016-02-11 01:09:04	47.718121000	-122.247242000	140.6	20		
T	2016-02-11 01:09:05	47.718125000	-122.247242000	140.6	20		
T	2016-02-11 01:09:06	47.718129000	-122.247239000	140.6	20		
T	2016-02-11 01:09:07	47.718134000	-122.247231000	140.6	20		
T	2016-02-11 01:09:08	47.718135000	-122.247229000	140.6	20		
T	2016-02-11 01:09:09	47.718134000	-122.247222000	140.6	20		
T	2016-02-11 01:09:10	47.718132000	-122.247206000	140.6	20		
T	2016-02-11 01:09:11	47.718132000	-122.247193000	140.6	20		
T	2016-02-11 01:09:12	47.718130000	-122.247187000	140.6	20		
T	2016-02-11 01:09:13	47.718127000	-122.247183000	140.6	20		
T	2016-02-11 01:09:14	47.718122000	-122.247175000	140.6	20		
T	2016-02-11 01:09:15	47.718119000	-122.247166000	140.6	20		
T	2016-02-11 01:09:16	47.718117000	-122.247157000	140.6	20		
T	2016-02-11 01:09:17	47.718111000	-122.247144000	140.6	20		
T	2016-02-11 01:09:18	47.718107000	-122.247126000	140.6	20		
T	2016-02-11 01:09:19	47.718101000	-122.247122000	140.6	20		
T	2016-02-11 01:09:20	47.718096000	-122.247121000	140.6	20		
T	2016-02-11 01:09:21	47.718093000	-122.247116000	140.6	20		
T	2016-02-11 01:09:22	47.718091000	-122.247110000	140.4	20		
T	2016-02-11 01:09:23	47.718090000	-122.247094000	140.4	20		
T	2016-02-11 01:09:24	47.718090000	-122.247083000	140.4	20		
T	2016-02-11 01:09:25	47.718093000	-122.247068000	140.4	20		
T	2016-02-11 01:09:26	47.718095000	-122.247059000	140.6	20		
T	2016-02-11 01:09:27	47.718097000	-122.247054000	140.6	20		
T	2016-02-11 01:09:28	47.718099000	-122.247047000	140.6	20		
T	2016-02-11 01:09:29	47.718102000	-122.247037000	140.6	20		
T	2016-02-11 01:09:30	47.718107000	-122.247030000	140.6	20		
T	2016-02-11 01:09:31	47.718113000	-122.247028000	140.6	20		
T	2016-02-11 01:09:32	47.718119000	-122.247030000	140.6	20		
T	2016-02-11 01:09:33	47.718125000	-122.247033000	140.6	20		
T	2016-02-11 01:09:34	47.718128000	-122.247030000	140.6	20		
T	2016-02-11 01:09:35	47.718129000	-122.247032000	140.6	20		
T	2016-02-11 01:09:36	47.718130000	-122.247033000	140.6	20		
T	2016-02-11 01:09:37	47.718131000	-122.247034000	140.6	20		
T	2016-02-11 01:09:38	47.718130000	-122.247036000	140.6	20		
T	2016-02-11 01:09:39	47.718128000	-122.247037000	140.6	20		
T	2016-02-11 01:09:40	47.718125000	-122.247045000	140.8	20		
T	2016-02-11 01:09:41	47.718122000	-122.247049000	140.8	20		
T	2016-02-11 01:09:42	47.718121000	-122.247060000	140.8	20		
T	2016-02-11 01:09:43	47.718120000	-122.247068000	140.8	20		
T	2016-02-11 01:09:44	47.718121000	-122.247077000	140.8	20		
T	2016-02-11 01:09:45	47.718120000	-122.247084000	140.8	20		
T	2016-02-11 01:09:46	47.718121000	-122.247096000	140.8	20		
T	2016-02-11 01:09:47	47.718124000	-122.247108000	140.8	20		
T	2016-02-11 01:09:48	47.718125000	-122.247112000	140.8	20		
T	2016-02-11 01:09:49	47.718126000	-122.247115000	140.8	20		
T	2016-02-11 01:09:50	47.718126000	-122.247119000	140.8	20		
T	2016-02-11 01:09:51	47.718124000	-122.247109000	140.8	20		
T	2016-02-11 01:09:52	47.718129000	-122.247117000	140.6	20		
T	2016-02-11 01:09:53	47.718132000	-122.247123000	140.6	20		
T	2016-02-11 01:09:54	47.718134000	-122.247129000	140.6	20		
T	2016-02-11 01:09:55	47.718135000	-122.247141000	140.6	20		
T	2016-02-11 01:09:56	47.718136000	-122.247146000	140.8	20		
T	2016-02-11 01:09:57	47.718136000	-122.247149000	140.8	20		
T	2016-02-11 01:09:58	47.718136000	-122.247151000	140.8	20		
T	2016-02-11 01:09:59	47.718134000	-122.247137000	140.8	20		
T	2016-02-11 01:10:00	47.718133000	-122.247134000	140.8	20		
T	2016-02-11 01:10:01	47.718130000	-122.247144000	140.8	20		
T	2016-02-11 01:10:02	47.718124000	-122.247138000	140.8	20		
T	2016-02-11 01:10:03	47.718120000	-122.247137000	140.8	20		
T	2016-02-11 01:10:04	47.718119000	-122.247131000	140.8	20		
T	2016-02-11 01:10:05	47.718113000	-122.247147000	140.8	20		
T	2016-02-11 01:10:06	47.718110000	-122.247160000	140.8	20		
T	2016-02-11 01:10:07	47.718106000	-122.247162000	140.8	20		
T	2016-02-11 01:10:08	47.718103000	-122.247172000	140.8	20		
T	2016-02-11 01:10:09	47.718098000	-122.247191000	141.0	20		
T	2016-02-11 01:10:10	47.718090000	-122.247178000	141.0	20		
T	2016-02-11 01:10:11	47.718081000	-122.247167000	141.0	20		
T	2016-02-11 01:10:12	47.718068000	-122.247145000	141.0	20		
T	2016-02-11 01:10:13	47.718059000	-122.247137000	141.0	20		
T	2016-02-11 01:10:14	47.718052000	-122.247132000	141.0	20		
T	2016-02-11 01:10:15	47.718049000	-122.247129000	141.0	20		
T	2016-02-11 01:10:16	47.718045000	-122.247131000	141.0	20		
T	2016-02-11 01:10:17	47.718043000	-122.247129000	141.0	20		
T	2016-02-11 01:10:18	47.718038000	-122.247144000	141.0	20		
T	2016-02-11 01:10:19	47.718032000	-122.247159000	140.8	20		
T	2016-02-11 01:10:20	47.718026000	-122.247165000	140.8	20		
T	2016-02-11 01:10:21	47.718017000	-122.247177000	140.8	20		
T	2016-02-11 01:10:22	47.718007000	-122.247190000	140.8	20		
T	2016-02-11 01:10:23	47.718003000	-122.247205000	140.8	20		
T	2016-02-11 01:10:24	47.717999000	-122.247222000	140.8	20		
T	2016-02-11 01:10:25	47.717996000	-122.247236000	140.8	20		
T	2016-02-11 01:10:26	47.717993000	-122.247234000	140.8	20		
T	2016-02-11 01:10:27	47.717987000	-122.247231000	140.8	20		
T	2016-02-11 01:10:28	47.717976000	-122.247217000	140.8	20		
T	2016-02-11 01:10:29	47.717973000	-122.247223000	140.8	20		
T	2016-02-11 01:10:30	47.717974000	-122.247222000	141.0	20		
T	2016-02-11 01:10:31	47.717972000	-122.247221000	141.0	20		
T	2016-02-11 01:10:32	47.717974000	-122.247221000	141.0	20		
T	2016-02-11 01:10:33	47.717976000	-122.247220000	141.0	20		
T	2016-02-11 01:10:34	47.717978000	-122.247220000	141.0	20		
T	2016-02-11 01:10:35	47.717978000	-122.247220000	141.0	20		
T	2016-02-11 01:10:36	47.717978000	-122.247220000	141.0	20		
T	2016-02-11 01:10:37	47.717979000	-122.247221000	141.0	20		
T	2016-02-11 01:10:38	47.717979000	-122.247222000	141.0	20		
T	2016-02-11 01:10:39	47.717979000	-122.247234000	141.0	20		
T	2016-02-11 01:10:40	47.717980000	-122.247241000	141.0	20		
T	2016-02-11 01:10:41	47.717980000	-122.247249000	141.0	20		
T	2016-02-11 01:10:42	47.717983000	-122.247258000	141.0	20		
T	2016-02-11 01:10:43	47.717984000	-122.247263000	141.0	20		
T	2016-02-11 01:10:44	47.717984000	-122.247268000	141.0	20		
T	2016-02-11 01:10:45	47.717985000	-122.247274000	141.0	20		
T	2016-02-11 01:10:46	47.717987000	-122.247273000	141.0	20		
T	2016-02-11 01:10:47	47.717992000	-122.247273000	141.0	20		
T	2016-02-11 01:10:48	47.717997000	-122.247265000	141.0	20		
T	2016-02-11 01:10:49	47.718002000	-122.247264000	141.0	20		
T	2016-02-11 01:10:50	47.718006000	-122.247263000	141.0	20		
T	2016-02-11 01:10:51	47.718009000	-122.247283000	141.0	20		
T	2016-02-11 01:10:52	47.718008000	-122.247293000	141.0	20		
T	2016-02-11 01:10:53	47.718004000	-122.247292000	141.0	20		
T	2016-02-11 01:10:54	47.718003000	-122.247296000	141.0	20		
T	2016-02-11 01:10:55	47.718004000	-122.247297000	141.0	20		
T	2016-02-11 01:10:56	47.718007000	-122.247291000	141.0	20		
T	2016-02-11 01:10:57	47.718007000	-122.247288000	141.0	20		
T	2016-02-11 01:10:58	47.718013000	-122.247284000	141.0	20		
T	2016-02-11 01:10:59	47.718019000	-122.247279000	141.0	20		
T	2016-02-11 01:11:00	47.718022000	-122.247272000	141.0	20		
T	2016-02-11 01:11:01	47.718020000	-122.247266000	141.0	20		
T	2016-02-11 01:11:02	47.718019000	-122.247257000	141.0	20		
T	2016-02-11 01:11:03	47.718022000	-122.247258000	140.8	20		
T	2016-02-11 01:11:04	47.718021000	-122.247249000	140.8	20		
T	2016-02-11 01:11:05	47.718022000	-122.247243000	140.8	20		
T	2016-02-11 01:11:06	47.718025000	-122.247236000	140.8	20		
T	2016-02-11 01:11:07	47.718030000	-122.247236000	140.8	20		
T	2016-02-11 01:11:08	47.718033000	-122.247234000	140.8	20		
T	2016-02-11 01:11:09	47.718035000	-122.247230000	140.8	20		
T	2016-02-11 01:11:10	47.718040000	-122.247241000	140.8	20		
T	2016-02-11 01:11:11	47.718047000	-122.247255000	141.0	20		
T	2016-02-11 01:11:12	47.718050000	-122.247261000	141.0	20		
T	2016-02-11 01:11:13	47.718053000	-122.247264000	141.0	20		
T	2016-02-11 01:11:14	47.718060000	-122.247263000	140.8	20		
T	2016-02-11 01:11:15	47.718068000	-122.247259000	141.0	20		
T	2016-02-11 01:11:16	47.718076000	-122.247257000	141.0	20		
T	2016-02-11 01:11:17	47.718080000	-122.247259000	141.0	20		
T	2016-02-11 01:11:18	47.718086000	-122.247260000	141.0	20		
T	2016-02-11 01:11:19	47.718092000	-122.247259000	141.0	20		
T	2016-02-11 01:11:20	47.718093000	-122.247262000	141.0	20		
T	2016-02-11 01:11:21	47.718094000	-122.247266000	140.8	20		
T	2016-02-11 01:11:22	47.718092000	-122.247271000	140.8	20		
T	2016-02-11 01:11:23	47.718091000	-122.247275000	140.8	20		
T	2016-02-11 01:11:24	47.718090000	-122.247280000	140.8	20		
T	2016-02-11 01:11:25	47.718092000	-122.247284000	141.0	20		
T	2016-02-11 01:11:26	47.718094000	-122.247286000	140.8	20		
T	2016-02-11 01:11:27	47.718095000	-122.247287000	140.8	20		
T	2016-02-11 01:11:28	47.718096000	-122.247289000	140.8	20		
T	2016-02-11 01:11:29	47.718100000	-122.247293000	140.6	20		
T	2016-02-11 01:11:30	47.718098000	-122.247294000	140.6	20		
T	2016-02-11 01:11:31	47.718098000	-122.247296000	140.6	20		
T	2016-02-11 01:11:32	47.718098000	-122.247297000	140.6	20		
T	2016-02-11 01:11:33	47.718095000	-122.247302000	140.6	20		
T	2016-02-11 01:11:34	47.718096000	-122.247305000	140.6	20		
T	2016-02-11 01:11:35	47.718097000	-122.247310000	140.6	20		
T	2016-02-11 01:11:36	47.718093000	-122.247308000	140.6	20		
T	2016-02-11 01:11:37	47.718091000	-122.247301000	140.6	20		
T	2016-02-11 01:11:38	47.718093000	-122.247300000	140.6	20		
T	2016-02-11 01:11:39	47.718092000	-122.247300000	140.6	20		
T	2016-02-11 01:11:40	47.718090000	-122.247301000	140.6	20		
T	2016-02-11 01:11:41	47.718088000	-122.247299000	140.4	20		
T	2016-02-11 01:11:42	47.718089000	-122.247292000	140.6	20		
T	2016-02-11 01:11:43	47.718086000	-122.247283000	140.6	20		
T	2016-02-11 01:11:44	47.718077000	-122.247274000	140.6	20		
T	2016-02-11 01:11:45	47.718078000	-122.247272000	140.6	20		
T	2016-02-11 01:11:46	47.718077000	-122.247266000	140.6	20		
T	2016-02-11 01:11:47	47.718073000	-122.247261000	140.6	20		
T	2016-02-11 01:11:48	47.718076000	-122.247258000	140.8	20		
T	2016-02-11 01:11:49	47.718077000	-122.247258000	140.8	20		
T	2016-02-11 01:11:50	47.718072000	-122.247251000	140.8	20		
T	2016-02-11 01:11:51	47.718067000	-122.247249000	140.8	20		
T	2016-02-11 01:11:52	47.718062000	-122.247246000	140.8	20		
