type	time	latitude	longitude	altitude (m)	temperature	name	desc
T	2016-02-11 02:20:33	47.717941000	-122.246905000	136.0	19		
T	2016-02-11 02:20:34	47.717940000	-122.246902000	136.0	19		
T	2016-02-11 02:20:35	47.717940000	-122.246906000	136.0	19		
T	2016-02-11 02:20:36	47.717938000	-122.246904000	136.2	19		
T	2016-02-11 02:20:37	47.717937000	-122.246902000	136.2	19		
T	2016-02-11 02:20:38	47.717934000	-122.246900000	136.2	19		
T	2016-02-11 02:20:39	47.717932000	-122.246893000	136.2	19		
T	2016-02-11 02:20:40	47.717932000	-122.246887000	136.2	19		
T	2016-02-11 02:20:41	47.717925000	-122.246920000	136.2	19		
T	2016-02-11 02:20:42	47.717927000	-122.246926000	136.0	19		
T	2016-02-11 02:20:43	47.717930000	-122.246925000	136.2	19		
T	2016-02-11 02:20:44	47.717932000	-122.246921000	136.2	19		
T	2016-02-11 02:20:45	47.717934000	-122.246915000	136.2	19		
T	2016-02-11 02:20:46	47.717919000	-122.246933000	136.0	19		
T	2016-02-11 02:20:47	47.717918000	-122.246933000	136.0	19		
T	2016-02-11 02:20:48	47.717922000	-122.246939000	136.0	19		
T	2016-02-11 02:20:49	47.717922000	-122.246936000	136.0	19		
T	2016-02-11 02:20:50	47.717931000	-122.246944000	136.0	19		
T	2016-02-11 02:20:51	47.717936000	-122.246967000	136.0	19		
T	2016-02-11 02:20:52	47.717942000	-122.246985000	136.0	19		
T	2016-02-11 02:20:53	47.717947000	-122.247003000	136.0	19		
T	2016-02-11 02:20:54	47.717945000	-122.247013000	136.0	19		
T	2016-02-11 02:20:55	47.717945000	-122.247024000	136.0	19		
T	2016-02-11 02:20:56	47.717942000	-122.247042000	136.0	19		
T	2016-02-11 02:20:57	47.717939000	-122.247059000	136.0	19		
T	2016-02-11 02:20:58	47.717943000	-122.247073000	136.0	19		
T	2016-02-11 02:20:59	47.717946000	-122.247083000	135.8	19		
T	2016-02-11 02:21:00	47.717952000	-122.247102000	135.8	19		
T	2016-02-11 02:21:01	47.717955000	-122.247110000	135.8	19		
T	2016-02-11 02:21:02	47.717959000	-122.247121000	135.8	19		
T	2016-02-11 02:21:03	47.717961000	-122.247136000	136.0	19		
T	2016-02-11 02:21:04	47.717963000	-122.247143000	136.0	19		
T	2016-02-11 02:21:05	47.717961000	-122.247147000	136.0	19		
T	2016-02-11 02:21:06	47.717964000	-122.247153000	136.0	19		
T	2016-02-11 02:21:07	47.717977000	-122.247159000	136.0	19		
T	2016-02-11 02:21:08	47.717977000	-122.247161000	136.0	19		
T	2016-02-11 02:21:09	47.717978000	-122.247164000	136.0	19		
T	2016-02-11 02:21:10	47.717969000	-122.247161000	136.0	19		
T	2016-02-11 02:21:11	47.717958000	-122.247154000	136.0	19		
T	2016-02-11 02:21:12	47.717952000	-122.247149000	136.0	19		
T	2016-02-11 02:21:13	47.717947000	-122.247147000	136.2	19		
T	2016-02-11 02:21:14	47.717945000	-122.247140000	136.2	19		
T	2016-02-11 02:21:15	47.717947000	-122.247139000	136.2	19		
T	2016-02-11 02:21:16	47.717945000	-122.247137000	136.2	19		
T	2016-02-11 02:21:17	47.717944000	-122.247133000	136.2	19		
T	2016-02-11 02:21:18	47.717942000	-122.247127000	136.2	19		
T	2016-02-11 02:21:19	47.717941000	-122.247123000	136.2	19		
T	2016-02-11 02:21:20	47.717937000	-122.247114000	136.2	19		
T	2016-02-11 02:21:21	47.717936000	-122.247108000	136.2	19		
T	2016-02-11 02:21:22	47.717934000	-122.247107000	136.2	19		
T	2016-02-11 02:21:23	47.717932000	-122.247106000	136.2	19		
T	2016-02-11 02:21:24	47.717929000	-122.247107000	136.2	19		
T	2016-02-11 02:21:25	47.717913000	-122.247104000	136.0	19		
T	2016-02-11 02:21:26	47.717906000	-122.247103000	136.0	19		
T	2016-02-11 02:21:27	47.717897000	-122.247101000	136.0	19		
T	2016-02-11 02:21:28	47.717886000	-122.247095000	136.0	19		
T	2016-02-11 02:21:29	47.717874000	-122.247091000	136.0	19		
T	2016-02-11 02:21:30	47.717868000	-122.247090000	136.0	19		
T	2016-02-11 02:21:31	47.717867000	-122.247087000	136.0	19		
T	2016-02-11 02:21:32	47.717865000	-122.247084000	136.0	19		
T	2016-02-11 02:21:33	47.717859000	-122.247084000	136.0	19		
T	2016-02-11 02:21:34	47.717858000	-122.247089000	136.0	19		
T	2016-02-11 02:21:35	47.717856000	-122.247091000	136.0	19		
T	2016-02-11 02:21:36	47.717858000	-122.247089000	136.0	19		
T	2016-02-11 02:21:37	47.717858000	-122.247085000	136.0	19		
T	2016-02-11 02:21:38	47.717857000	-122.247080000	136.0	19		
T	2016-02-11 02:21:39	47.717842000	-122.247080000	136.0	19		
T	2016-02-11 02:21:40	47.717830000	-122.247077000	136.0	19		
T	2016-02-11 02:21:41	47.717824000	-122.247079000	136.0	19		
T	2016-02-11 02:21:42	47.717828000	-122.247081000	136.2	19		
T	2016-02-11 02:21:43	47.717831000	-122.247081000	136.2	19		
T	2016-02-11 02:21:44	47.717822000	-122.247070000	136.2	19		
T	2016-02-11 02:21:45	47.717818000	-122.247066000	136.2	19		
T	2016-02-11 02:21:46	47.717811000	-122.247061000	136.2	19		
T	2016-02-11 02:21:47	47.717816000	-122.247059000	136.2	19		
T	2016-02-11 02:21:48	47.717817000	-122.247059000	136.2	19		
T	2016-02-11 02:21:49	47.717817000	-122.247060000	136.2	19		
T	2016-02-11 02:21:50	47.717816000	-122.247061000	136.2	19		
T	2016-02-11 02:21:51	47.717821000	-122.247061000	136.2	19		
T	2016-02-11 02:21:52	47.717809000	-122.247056000	136.2	19		
T	2016-02-11 02:21:53	47.717805000	-122.247051000	136.2	19		
T	2016-02-11 02:21:54	47.717809000	-122.247048000	136.2	19		
T	2016-02-11 02:21:55	47.717811000	-122.247046000	136.2	19		
T	2016-02-11 02:21:56	47.717817000	-122.247043000	136.2	19		
T	2016-02-11 02:21:57	47.717828000	-122.247043000	136.2	19		
T	2016-02-11 02:21:58	47.717835000	-122.247041000	136.2	19		
T	2016-02-11 02:21:59	47.717826000	-122.247043000	136.2	19		
T	2016-02-11 02:22:00	47.717822000	-122.247053000	136.0	19		
T	2016-02-11 02:22:01	47.717824000	-122.247066000	136.0	19		
T	2016-02-11 02:22:02	47.717825000	-122.247076000	136.0	19		
T	2016-02-11 02:22:03	47.717831000	-122.247088000	136.2	19		
T	2016-02-11 02:22:04	47.717838000	-122.247104000	136.2	19		
T	2016-02-11 02:22:05	47.717836000	-122.247105000	136.2	19		
T	2016-02-11 02:22:06	47.717834000	-122.247105000	136.2	19		
T	2016-02-11 02:22:07	47.717833000	-122.247103000	136.0	19		
T	2016-02-11 02:22:08	47.717835000	-122.247108000	135.8	19		
T	2016-02-11 02:22:09	47.717835000	-122.247110000	135.8	19		
T	2016-02-11 02:22:10	47.717832000	-122.247107000	135.8	19		
T	2016-02-11 02:22:11	47.717831000	-122.247103000	135.8	19		
T	2016-02-11 02:22:12	47.717835000	-122.247105000	135.8	19		
T	2016-02-11 02:22:13	47.717841000	-122.247111000	135.8	19		
T	2016-02-11 02:22:14	47.717846000	-122.247116000	136.0	19		
T	2016-02-11 02:22:15	47.717849000	-122.247119000	135.8	19		
T	2016-02-11 02:22:16	47.717854000	-122.247123000	135.8	19		
T	2016-02-11 02:22:17	47.717860000	-122.247131000	135.8	19		
T	2016-02-11 02:22:18	47.717869000	-122.247141000	135.8	19		
T	2016-02-11 02:22:19	47.717877000	-122.247152000	135.8	19		
T	2016-02-11 02:22:20	47.717883000	-122.247159000	135.8	19		
T	2016-02-11 02:22:21	47.717889000	-122.247166000	135.8	19		
T	2016-02-11 02:22:22	47.717897000	-122.247173000	135.8	19		
T	2016-02-11 02:22:23	47.717902000	-122.247180000	136.0	19		
T	2016-02-11 02:22:24	47.717908000	-122.247189000	136.0	19		
T	2016-02-11 02:22:25	47.717907000	-122.247184000	136.0	19		
T	2016-02-11 02:22:26	47.717903000	-122.247166000	135.8	19		
T	2016-02-11 02:22:27	47.717902000	-122.247159000	135.8	19		
T	2016-02-11 02:22:28	47.717902000	-122.247158000	135.8	19		
T	2016-02-11 02:22:29	47.717902000	-122.247161000	136.0	19		
T	2016-02-11 02:22:30	47.717899000	-122.247158000	136.0	19		
T	2016-02-11 02:22:31	47.717897000	-122.247157000	136.0	19		
T	2016-02-11 02:22:32	47.717897000	-122.247153000	136.0	19		
T	2016-02-11 02:22:33	47.717897000	-122.247149000	136.0	19		
T	2016-02-11 02:22:34	47.717898000	-122.247150000	136.0	19		
T	2016-02-11 02:22:35	47.717902000	-122.247148000	136.0	19		
T	2016-02-11 02:22:36	47.717904000	-122.247146000	136.0	19		
T	2016-02-11 02:22:37	47.717906000	-122.247144000	136.0	19		
T	2016-02-11 02:22:38	47.717907000	-122.247141000	136.0	19		
T	2016-02-11 02:22:39	47.717908000	-122.247138000	136.0	19		
T	2016-02-11 02:22:40	47.717910000	-122.247137000	136.0	19		
T	2016-02-11 02:22:41	47.717911000	-122.247134000	136.0	19		
T	2016-02-11 02:22:42	47.717913000	-122.247131000	136.0	19		
T	2016-02-11 02:22:43	47.717914000	-122.247132000	136.0	19		
T	2016-02-11 02:22:44	47.717914000	-122.247138000	136.0	19		
T	2016-02-11 02:22:45	47.717911000	-122.247141000	136.0	19		
T	2016-02-11 02:22:46	47.717911000	-122.247141000	136.0	19		
T	2016-02-11 02:22:47	47.717913000	-122.247138000	135.8	19		
T	2016-02-11 02:22:48	47.717906000	-122.247145000	135.8	19		
T	2016-02-11 02:22:49	47.717923000	-122.247149000	135.8	19		
T	2016-02-11 02:22:50	47.717934000	-122.247150000	135.8	19		
T	2016-02-11 02:22:51	47.717933000	-122.247146000	135.8	19		
T	2016-02-11 02:22:52	47.717936000	-122.247152000	135.8	19		
T	2016-02-11 02:22:53	47.717941000	-122.247151000	136.0	19		
T	2016-02-11 02:22:54	47.717946000	-122.247152000	136.0	19		
T	2016-02-11 02:22:55	47.717969000	-122.247142000	136.0	19		
T	2016-02-11 02:22:56	47.717980000	-122.247135000	136.0	19		
T	2016-02-11 02:22:57	47.717990000	-122.247130000	136.0	19		
T	2016-02-11 02:22:58	47.717999000	-122.247126000	136.0	19		
T	2016-02-11 02:22:59	47.718008000	-122.247125000	136.0	19		
T	2016-02-11 02:23:00	47.718021000	-122.247145000	136.0	19		
T	2016-02-11 02:23:01	47.718036000	-122.247162000	136.0	19		
T	2016-02-11 02:23:02	47.718046000	-122.247172000	136.0	19		
T	2016-02-11 02:23:03	47.718054000	-122.247182000	136.0	19		
T	2016-02-11 02:23:04	47.718063000	-122.247200000	136.2	19		
T	2016-02-11 02:23:05	47.718075000	-122.247216000	136.2	19		
T	2016-02-11 02:23:06	47.718090000	-122.247233000	136.2	19		
T	2016-02-11 02:23:07	47.718103000	-122.247247000	136.2	19		
T	2016-02-11 02:23:08	47.718121000	-122.247259000	136.2	19		
T	2016-02-11 02:23:09	47.718132000	-122.247260000	136.2	19		
T	2016-02-11 02:23:10	47.718144000	-122.247268000	136.2	19		
T	2016-02-11 02:23:11	47.718156000	-122.247278000	136.2	19		
T	2016-02-11 02:23:12	47.718167000	-122.247289000	136.4	19		
T	2016-02-11 02:23:13	47.718179000	-122.247296000	136.2	19		
T	2016-02-11 02:23:14	47.718189000	-122.247299000	136.2	19		
T	2016-02-11 02:23:15	47.718198000	-122.247302000	136.2	19		
T	2016-02-11 02:23:16	47.718205000	-122.247300000	136.2	19		
T	2016-02-11 02:23:17	47.718202000	-122.247295000	136.2	19		
T	2016-02-11 02:23:18	47.718197000	-122.247290000	136.2	19		
T	2016-02-11 02:23:19	47.718202000	-122.247290000	136.2	19		
T	2016-02-11 02:23:20	47.718211000	-122.247297000	136.2	19		
T	2016-02-11 02:23:21	47.718220000	-122.247306000	136.2	19		
T	2016-02-11 02:23:22	47.718225000	-122.247310000	136.2	19		
T	2016-02-11 02:23:23	47.718201000	-122.247306000	136.2	19		
T	2016-02-11 02:23:24	47.718207000	-122.247313000	136.2	19		
T	2016-02-11 02:23:25	47.718214000	-122.247321000	136.2	19		
T	2016-02-11 02:23:26	47.718222000	-122.247328000	136.0	19		
T	2016-02-11 02:23:27	47.718229000	-122.247331000	136.0	19		
T	2016-02-11 02:23:28	47.718235000	-122.247341000	136.2	19		
T	2016-02-11 02:23:29	47.718239000	-122.247353000	136.2	19		
T	2016-02-11 02:23:30	47.718244000	-122.247359000	136.2	19		
T	2016-02-11 02:23:31	47.718244000	-122.247366000	136.2	19		
T	2016-02-11 02:23:32	47.718249000	-122.247372000	136.2	19		
T	2016-02-11 02:23:33	47.718252000	-122.247377000	136.2	19		
T	2016-02-11 02:23:34	47.718256000	-122.247382000	136.2	19		
T	2016-02-11 02:23:35	47.718261000	-122.247384000	136.2	19		
T	2016-02-11 02:23:36	47.718267000	-122.247385000	136.2	19		
T	2016-02-11 02:23:37	47.718274000	-122.247387000	136.2	19		
T	2016-02-11 02:23:38	47.718263000	-122.247379000	136.2	19		
T	2016-02-11 02:23:39	47.718251000	-122.247371000	136.4	19		
T	2016-02-11 02:23:40	47.718256000	-122.247373000	136.4	19		
T	2016-02-11 02:23:41	47.718259000	-122.247376000	136.4	19		
T	2016-02-11 02:23:42	47.718262000	-122.247380000	136.4	19		
T	2016-02-11 02:23:43	47.718265000	-122.247385000	136.4	19		
T	2016-02-11 02:23:44	47.718267000	-122.247389000	136.4	19		
T	2016-02-11 02:23:45	47.718266000	-122.247392000	136.4	19		
T	2016-02-11 02:23:46	47.718269000	-122.247392000	136.4	19		
T	2016-02-11 02:23:47	47.718273000	-122.247396000	136.4	19		
T	2016-02-11 02:23:48	47.718273000	-122.247395000	136.4	19		
T	2016-02-11 02:23:49	47.718270000	-122.247393000	136.4	19		
T	2016-02-11 02:23:50	47.718269000	-122.247393000	136.4	19		
T	2016-02-11 02:23:51	47.718265000	-122.247394000	136.4	19		
T	2016-02-11 02:23:52	47.718258000	-122.247387000	136.6	19		
T	2016-02-11 02:23:53	47.718233000	-122.247372000	136.6	19		
T	2016-02-11 02:23:54	47.718228000	-122.247367000	136.6	19		
T	2016-02-11 02:23:55	47.718224000	-122.247364000	136.6	19		
T	2016-02-11 02:23:56	47.718218000	-122.247356000	136.4	19		
T	2016-02-11 02:23:57	47.718210000	-122.247352000	136.6	19		
T	2016-02-11 02:23:58	47.718191000	-122.247343000	136.6	19		
T	2016-02-11 02:23:59	47.718173000	-122.247340000	136.6	19		
T	2016-02-11 02:24:00	47.718173000	-122.247344000	136.4	19		
T	2016-02-11 02:24:01	47.718173000	-122.247349000	136.4	19		
T	2016-02-11 02:24:02	47.718178000	-122.247353000	136.4	19		
T	2016-02-11 02:24:03	47.718181000	-122.247354000	136.4	19		
T	2016-02-11 02:24:04	47.718182000	-122.247358000	136.4	19		
T	2016-02-11 02:24:05	47.718181000	-122.247364000	136.4	19		
T	2016-02-11 02:24:06	47.718181000	-122.247369000	136.4	19		
T	2016-02-11 02:24:07	47.718171000	-122.247368000	136.4	19		
T	2016-02-11 02:24:08	47.718159000	-122.247365000	136.4	19		
T	2016-02-11 02:24:09	47.718155000	-122.247364000	136.4	19		
T	2016-02-11 02:24:10	47.718149000	-122.247361000	136.4	19		
T	2016-02-11 02:24:11	47.718151000	-122.247361000	136.2	19		
T	2016-02-11 02:24:12	47.718151000	-122.247359000	136.2	19		
T	2016-02-11 02:24:13	47.718136000	-122.247353000	136.2	19		
T	2016-02-11 02:24:14	47.718130000	-122.247343000	136.2	19		
T	2016-02-11 02:24:15	47.718126000	-122.247334000	136.4	19		
T	2016-02-11 02:24:16	47.718122000	-122.247323000	136.4	19		
T	2016-02-11 02:24:17	47.718121000	-122.247315000	136.4	19		
T	2016-02-11 02:24:18	47.718118000	-122.247306000	136.4	19		
T	2016-02-11 02:24:19	47.718123000	-122.247301000	136.4	19		
T	2016-02-11 02:24:20	47.718121000	-122.247288000	136.4	19		
T	2016-02-11 02:24:21	47.718118000	-122.247277000	136.4	19		
T	2016-02-11 02:24:22	47.718122000	-122.247270000	136.4	19		
T	2016-02-11 02:24:23	47.718126000	-122.247263000	136.4	19		
T	2016-02-11 02:24:24	47.718130000	-122.247256000	136.4	19		
T	2016-02-11 02:24:25	47.718130000	-122.247247000	136.4	19		
T	2016-02-11 02:24:26	47.718129000	-122.247239000	136.2	19		
T	2016-02-11 02:24:27	47.718134000	-122.247234000	136.2	19		
T	2016-02-11 02:24:28	47.718132000	-122.247228000	136.2	19		
T	2016-02-11 02:24:29	47.718130000	-122.247221000	136.2	19		
T	2016-02-11 02:24:30	47.718127000	-122.247216000	136.4	19		
T	2016-02-11 02:24:31	47.718121000	-122.247209000	136.4	19		
T	2016-02-11 02:24:32	47.718118000	-122.247203000	136.4	19		
T	2016-02-11 02:24:33	47.718110000	-122.247200000	136.4	19		
T	2016-02-11 02:24:34	47.718106000	-122.247194000	136.4	19		
T	2016-02-11 02:24:35	47.718101000	-122.247189000	136.4	19		
T	2016-02-11 02:24:36	47.718078000	-122.247181000	136.4	19		
T	2016-02-11 02:24:37	47.718065000	-122.247177000	136.4	19		
T	2016-02-11 02:24:38	47.718065000	-122.247177000	136.4	19		
T	2016-02-11 02:24:39	47.718065000	-122.247177000	136.4	19		
T	2016-02-11 02:24:40	47.718065000	-122.247177000	136.6	19		
T	2016-02-11 02:24:41	47.718064000	-122.247176000	136.4	19		
T	2016-02-11 02:24:42	47.718064000	-122.247176000	136.4	19		
T	2016-02-11 02:24:43	47.718064000	-122.247176000	136.4	19		
T	2016-02-11 02:24:44	47.718064000	-122.247176000	136.4	19		
T	2016-02-11 02:24:45	47.718064000	-122.247176000	136.4	19		
T	2016-02-11 02:24:46	47.718064000	-122.247176000	136.4	19		
T	2016-02-11 02:24:47	47.718064000	-122.247176000	136.4	19		
T	2016-02-11 02:24:48	47.718064000	-122.247176000	136.4	19		
T	2016-02-11 02:24:49	47.718063000	-122.247176000	136.4	19		
T	2016-02-11 02:24:50	47.718063000	-122.247175000	136.4	19		
T	2016-02-11 02:24:51	47.718063000	-122.247175000	136.4	19		
T	2016-02-11 02:24:52	47.718063000	-122.247175000	136.4	19		
T	2016-02-11 02:24:53	47.718063000	-122.247175000	136.4	19		
T	2016-02-11 02:24:54	47.718063000	-122.247175000	136.4	19		
T	2016-02-11 02:24:55	47.718063000	-122.247175000	136.4	19		
T	2016-02-11 02:24:56	47.718063000	-122.247175000	136.2	19		
T	2016-02-11 02:24:57	47.718062000	-122.247175000	136.2	19		
T	2016-02-11 02:24:58	47.718062000	-122.247175000	136.2	19		
T	2016-02-11 02:24:59	47.718062000	-122.247175000	136.2	19		
T	2016-02-11 02:25:00	47.718062000	-122.247174000	136.2	19		
T	2016-02-11 02:25:01	47.718062000	-122.247174000	136.2	19		
T	2016-02-11 02:25:02	47.718062000	-122.247174000	136.2	19		
T	2016-02-11 02:25:03	47.718062000	-122.247174000	136.2	19		
T	2016-02-11 02:25:04	47.718062000	-122.247174000	136.2	19		
T	2016-02-11 02:25:05	47.718061000	-122.247174000	136.2	19		
T	2016-02-11 02:25:06	47.718061000	-122.247174000	136.2	19		
T	2016-02-11 02:25:07	47.718061000	-122.247174000	136.4	19		
T	2016-02-11 02:25:08	47.718061000	-122.247174000	136.4	19		
T	2016-02-11 02:25:09	47.718061000	-122.247173000	136.4	19		
T	2016-02-11 02:25:10	47.718061000	-122.247173000	136.4	19		
T	2016-02-11 02:25:11	47.718061000	-122.247173000	136.4	19		
T	2016-02-11 02:25:12	47.718061000	-122.247173000	136.4	19		
T	2016-02-11 02:25:13	47.718060000	-122.247173000	136.4	19		
T	2016-02-11 02:25:14	47.718060000	-122.247173000	136.4	19		
T	2016-02-11 02:25:15	47.718060000	-122.247173000	136.4	19		
T	2016-02-11 02:25:16	47.718060000	-122.247173000	136.4	19		
T	2016-02-11 02:25:17	47.718060000	-122.247173000	136.4	19		
T	2016-02-11 02:25:18	47.718060000	-122.247172000	136.4	19		
T	2016-02-11 02:25:19	47.718060000	-122.247172000	136.4	19		
T	2016-02-11 02:25:20	47.718060000	-122.247172000	136.4	19		
T	2016-02-11 02:25:21	47.718059000	-122.247172000	136.2	19		
T	2016-02-11 02:25:22	47.718059000	-122.247172000	136.2	19		
T	2016-02-11 02:25:23	47.718059000	-122.247172000	136.2	19		
T	2016-02-11 02:25:24	47.718059000	-122.247172000	136.4	19		
T	2016-02-11 02:25:25	47.718059000	-122.247172000	136.4	19		
T	2016-02-11 02:25:26	47.718059000	-122.247172000	136.4	19		
T	2016-02-11 02:25:27	47.718059000	-122.247171000	136.4	19		
T	2016-02-11 02:25:28	47.718059000	-122.247171000	136.4	19		
T	2016-02-11 02:25:29	47.718058000	-122.247171000	136.4	19		
T	2016-02-11 02:25:30	47.718058000	-122.247171000	136.4	19		
T	2016-02-11 02:25:31	47.718058000	-122.247171000	136.4	19		
T	2016-02-11 02:25:32	47.718058000	-122.247171000	136.4	19		
T	2016-02-11 02:25:33	47.718058000	-122.247171000	136.4	19		
T	2016-02-11 02:25:34	47.718058000	-122.247171000	136.2	19		
T	2016-02-11 02:25:35	47.718058000	-122.247171000	136.2	19		
T	2016-02-11 02:25:36	47.718058000	-122.247170000	136.2	19		
T	2016-02-11 02:25:37	47.718057000	-122.247170000	136.2	19		
T	2016-02-11 02:25:38	47.718057000	-122.247170000	136.2	19		
T	2016-02-11 02:25:39	47.718057000	-122.247170000	136.2	19		
T	2016-02-11 02:25:40	47.718057000	-122.247170000	136.2	19		
T	2016-02-11 02:25:41	47.718057000	-122.247170000	136.2	19		
T	2016-02-11 02:25:42	47.718057000	-122.247170000	136.2	19		
T	2016-02-11 02:25:43	47.718057000	-122.247170000	136.2	19		
T	2016-02-11 02:25:44	47.718057000	-122.247170000	136.2	19		
T	2016-02-11 02:25:45	47.718056000	-122.247170000	136.2	19		
T	2016-02-11 02:25:46	47.718056000	-122.247169000	136.2	19		
T	2016-02-11 02:25:47	47.718056000	-122.247169000	136.2	19		
T	2016-02-11 02:25:48	47.718056000	-122.247169000	136.2	19		
T	2016-02-11 02:25:49	47.718056000	-122.247169000	136.0	19		
T	2016-02-11 02:25:50	47.718056000	-122.247169000	136.0	19		
T	2016-02-11 02:25:51	47.718056000	-122.247169000	136.0	19		
T	2016-02-11 02:25:52	47.718056000	-122.247169000	136.0	19		
T	2016-02-11 02:25:53	47.718055000	-122.247169000	136.2	19		
T	2016-02-11 02:25:54	47.718055000	-122.247169000	136.2	19		
T	2016-02-11 02:25:55	47.718055000	-122.247168000	136.0	19		
T	2016-02-11 02:25:56	47.718055000	-122.247168000	136.0	19		
T	2016-02-11 02:25:57	47.718055000	-122.247168000	136.0	19		
T	2016-02-11 02:25:58	47.718055000	-122.247168000	136.2	19		
T	2016-02-11 02:25:59	47.718055000	-122.247168000	136.2	19		
T	2016-02-11 02:26:00	47.718055000	-122.247168000	136.2	19		
T	2016-02-11 02:26:01	47.718054000	-122.247168000	136.2	19		
T	2016-02-11 02:26:02	47.718054000	-122.247168000	136.4	19		
T	2016-02-11 02:26:03	47.718054000	-122.247168000	136.4	19		
T	2016-02-11 02:26:04	47.718054000	-122.247167000	136.2	19		
T	2016-02-11 02:26:05	47.718054000	-122.247167000	136.2	19		
T	2016-02-11 02:26:06	47.718054000	-122.247167000	136.2	19		
T	2016-02-11 02:26:07	47.718054000	-122.247167000	136.2	19		
T	2016-02-11 02:26:08	47.718054000	-122.247167000	136.2	19		
T	2016-02-11 02:26:09	47.718053000	-122.247167000	136.2	19		
T	2016-02-11 02:26:10	47.718053000	-122.247167000	136.4	19		
T	2016-02-11 02:26:11	47.718053000	-122.247167000	136.4	19		
T	2016-02-11 02:26:12	47.718053000	-122.247167000	136.4	19		
T	2016-02-11 02:26:13	47.718053000	-122.247166000	136.4	19		
T	2016-02-11 02:26:14	47.718053000	-122.247166000	136.4	19		
T	2016-02-11 02:26:15	47.718053000	-122.247166000	136.2	19		
T	2016-02-11 02:26:16	47.718053000	-122.247166000	136.2	19		
T	2016-02-11 02:26:17	47.718052000	-122.247166000	136.2	19		
T	2016-02-11 02:26:18	47.718052000	-122.247166000	136.2	19		
T	2016-02-11 02:26:19	47.718052000	-122.247166000	136.2	19		
T	2016-02-11 02:26:20	47.718052000	-122.247166000	136.2	19		
T	2016-02-11 02:26:21	47.718052000	-122.247166000	136.2	19		
T	2016-02-11 02:26:22	47.718052000	-122.247165000	136.2	19		
T	2016-02-11 02:26:23	47.718052000	-122.247165000	136.2	19		
T	2016-02-11 02:26:24	47.718052000	-122.247165000	136.2	19		
T	2016-02-11 02:26:25	47.718051000	-122.247165000	136.2	19		
T	2016-02-11 02:26:26	47.718051000	-122.247165000	136.2	19		
T	2016-02-11 02:26:27	47.718051000	-122.247165000	136.2	19		
T	2016-02-11 02:26:28	47.718051000	-122.247165000	136.2	19		
T	2016-02-11 02:26:29	47.718051000	-122.247165000	136.2	19		
T	2016-02-11 02:26:30	47.718051000	-122.247165000	136.2	19		
T	2016-02-11 02:26:31	47.718051000	-122.247165000	136.2	19		
T	2016-02-11 02:26:32	47.718051000	-122.247164000	136.2	19		
T	2016-02-11 02:26:33	47.718050000	-122.247164000	136.2	19		
T	2016-02-11 02:26:34	47.718050000	-122.247164000	136.2	19		
T	2016-02-11 02:26:35	47.718050000	-122.247164000	136.0	19		
T	2016-02-11 02:26:36	47.718050000	-122.247164000	136.0	19		
T	2016-02-11 02:26:37	47.718050000	-122.247164000	136.0	19		
T	2016-02-11 02:26:38	47.718050000	-122.247164000	136.0	19		
T	2016-02-11 02:26:39	47.718050000	-122.247164000	136.0	19		
T	2016-02-11 02:26:40	47.718050000	-122.247164000	136.0	19		
T	2016-02-11 02:26:41	47.718049000	-122.247163000	136.0	19		
T	2016-02-11 02:26:42	47.718049000	-122.247163000	136.0	19		
T	2016-02-11 02:26:43	47.718049000	-122.247163000	136.0	19		
T	2016-02-11 02:26:44	47.718049000	-122.247163000	136.0	19		
T	2016-02-11 02:26:45	47.718049000	-122.247163000	136.0	19		
T	2016-02-11 02:26:46	47.718049000	-122.247163000	136.0	19		
T	2016-02-11 02:26:47	47.718049000	-122.247163000	135.8	19		
T	2016-02-11 02:26:48	47.718049000	-122.247163000	135.8	19		
T	2016-02-11 02:26:49	47.718048000	-122.247163000	135.8	19		
T	2016-02-11 02:26:50	47.718048000	-122.247162000	135.8	19		
T	2016-02-11 02:26:51	47.718048000	-122.247162000	135.8	19		
T	2016-02-11 02:26:52	47.718048000	-122.247162000	135.8	19		
T	2016-02-11 02:26:53	47.718048000	-122.247162000	135.8	19		
T	2016-02-11 02:26:54	47.718048000	-122.247162000	135.8	19		
T	2016-02-11 02:26:55	47.718048000	-122.247162000	135.8	19		
T	2016-02-11 02:26:56	47.718048000	-122.247162000	135.8	19		
T	2016-02-11 02:26:57	47.718047000	-122.247162000	135.8	19		
T	2016-02-11 02:26:58	47.718047000	-122.247162000	135.8	19		
T	2016-02-11 02:26:59	47.718047000	-122.247161000	135.8	19		
T	2016-02-11 02:27:00	47.718047000	-122.247161000	135.8	19		
T	2016-02-11 02:27:01	47.718047000	-122.247161000	135.8	19		
T	2016-02-11 02:27:02	47.718047000	-122.247161000	135.6	19		
T	2016-02-11 02:27:03	47.718047000	-122.247161000	135.6	19		
T	2016-02-11 02:27:04	47.718047000	-122.247161000	135.6	19		
T	2016-02-11 02:27:05	47.718046000	-122.247161000	135.6	19		
T	2016-02-11 02:27:06	47.718046000	-122.247161000	135.8	19		
T	2016-02-11 02:27:07	47.718046000	-122.247161000	135.8	19		
T	2016-02-11 02:27:08	47.718046000	-122.247161000	135.8	19		
T	2016-02-11 02:27:09	47.718046000	-122.247160000	135.8	19		
T	2016-02-11 02:27:10	47.718046000	-122.247160000	135.6	19		
T	2016-02-11 02:27:11	47.718046000	-122.247160000	135.8	19		
